ID_SALES,negative,neutral,positive
HD1550T,0,1,2
HD1551A,1,2,0
HD1552A,0,0,3
HD1553A,1,1,1
HD1556A,1,1,1
HD1558A,3,0,0
HD1561A,2,0,1
HD1562T,2,0,1
HD1563A,0,2,1
HD1564A,2,0,1
HD1568A,3,1,0
HD1569A,0,0,3
HD156A,1,0,2
HD1570A,1,1,1
HD1571A,0,1,2
HD1572A,1,1,1
HD1573A,0,0,3
HD1578A,0,0,3
HD1579A,1,2,0
HD1580A,2,1,0
HD1584A,1,2,0
HD1585A,1,0,2
HD1586A,1,2,0
HD1588A,2,0,1
HD1592T,0,0,3
HD1597T,1,1,1
HD1602T,1,1,1
HD1604T,1,1,1
HD1607A,1,0,2
HD1609A,0,0,3
HD1610A,1,2,0
HD1613A,2,0,1
HD1615A,1,1,1
HD1617T,0,1,2
HD1619A,1,1,1
HD1623A,0,1,2
HD1625A,2,1,0
HD1626A,0,2,1
HD1630A,1,1,1
HD1631A,1,1,2
HD1632A,2,1,0
HD1633T,1,1,1
HD1634T,2,1,0
HD1637A,0,3,0
HD1639A,1,0,2
HD1641A,1,2,0
HD1643A,0,0,3
HD1644T,0,0,3
HD1647A,3,1,0
HD1648A,3,0,0
HD1650A,2,0,1
HD1654T,1,0,2
HD1655A,1,1,1
HD1656A,1,2,0
HD1658T,0,0,3
HD165A,1,1,1
HD1663A,0,2,1
HD1667A,2,1,0
HD1668A,0,2,1
HD1675A,1,0,2
HD1677A,2,0,1
HD1678A,0,0,3
HD167T,0,1,3
HD1680A,1,2,0
HD1681T,1,1,1
HD1685T,1,0,2
HD1686A,1,0,2
HD1688A,1,0,2
HD1693A,0,2,1
HD1694A,1,0,2
HD1696A,2,1,0
HD1703A,0,2,1
HD1705A,0,0,3
HD1706T,1,1,1
HD1707A,0,0,3
HD1708A,0,0,3
HD1709A,0,1,2
HD170A,1,0,2
HD1710A,2,1,0
HD1711T,1,2,0
HD1714A,0,2,1
HD1716A,0,1,2
HD1718A,2,0,1
HD171A,1,2,0
HD1721A,0,0,3
HD1726A,1,0,3
HD1727A,0,0,3
HD1729T,0,0,3
HD1733A,1,0,2
HD1737A,0,0,3
HD1738T,1,2,0
HD173A,2,0,2
HD1743A,0,1,2
HD1744A,1,0,2
HD1746T,0,3,0
HD1748A,2,0,1
HD1749A,0,1,2
HD174T,0,0,3
HD1751A,0,2,1
HD1755A,1,2,0
HD1761A,1,1,1
HD1762A,2,1,0
HD1763A,1,2,0
HD1764A,0,1,2
HD1767T,1,1,1
HD1768A,1,1,2
HD1770A,2,1,1
HD1771A,1,2,0
HD1775A,2,0,1
HD1776A,3,0,0
HD1779A,2,0,1
HD1781A,1,1,1
HD1783A,1,0,2
HD1784A,1,1,1
HD1785A,0,1,2
HD1787A,0,0,3
HD1791A,0,3,0
HD1794A,0,2,1
HD1795A,0,0,3
HD1799A,0,0,3
HD1800A,0,3,0
HD1803T,0,1,2
HD1804A,1,2,0
HD1805A,0,1,2
HD1806A,1,1,1
HD1808A,0,3,0
HD1809A,1,0,2
HD180T,0,1,2
HD1810A,0,2,1
HD1811A,1,2,0
HD1812A,1,0,2
HD1813A,1,1,1
HD1814A,0,1,2
HD1816A,1,2,0
HD1817A,2,1,0
HD1818A,2,1,0
HD1819A,0,1,2
HD181A,1,0,2
HD1823A,0,3,0
HD1826A,2,1,0
HD1827A,1,0,2
HD1835A,1,1,1
HD1837T,2,0,1
HD1838A,1,0,2
HD1840A,2,0,1
HD1841A,1,1,2
HD1842A,1,0,2
HD1845A,0,2,1
HD1847T,1,2,0
HD1848A,0,3,0
HD1849A,1,0,2
HD1853A,2,1,0
HD1854A,1,1,1
HD1864A,1,0,2
HD1865A,0,0,3
HD1866T,1,2,0
HD1868A,1,1,1
HD1869A,1,2,0
HD1870A,2,0,1
HD1874A,1,2,0
HD187A,0,2,1
HD1880A,2,0,1
HD1883A,2,0,1
HD1884A,1,2,0
HD1886A,0,3,0
HD1888A,1,0,2
HD188A,0,0,3
HD1890A,2,1,0
HD1893A,1,0,2
HD1894A,0,1,2
HD1895A,2,0,1
HD1896A,1,1,1
HD1898A,1,1,1
HD1899A,1,1,1
HD189A,1,2,0
HD1901A,2,1,0
HD1910T,0,0,3
HD1911A,0,3,0
HD1914A,2,0,1
HD1915T,2,0,1
HD1916A,3,0,0
HD1917A,2,0,1
HD1920T,0,1,3
HD1921A,1,1,1
HD1922A,1,1,1
HD1923A,1,0,2
HD1924A,0,3,0
HD1926A,2,0,1
HD1927A,0,0,3
HD1928A,2,0,1
HD1932A,0,3,0
HD1933A,1,1,2
HD1935A,1,1,1
HD1936A,2,1,0
HD1938A,1,0,2
HD1940A,1,1,1
HD1942A,0,2,1
HD1944A,1,0,2
HD1945A,0,3,0
HD1948T,0,0,3
HD194A,1,2,0
HD1950A,2,1,0
HD1951A,1,1,1
HD1952A,1,0,2
HD1953A,1,2,0
HD1955A,1,0,2
HD1957A,1,0,2
HD1959A,0,0,3
HD195A,2,0,1
HD1961T,1,0,2
HD1964A,0,1,2
HD1967A,0,2,1
HD1970A,1,0,2
HD1971A,1,2,0
HD1972T,0,2,1
HD1974A,2,1,0
HD1975A,1,0,2
HD1976A,1,1,2
HD1979A,1,1,2
HD1980A,2,0,1
HD1982T,1,1,1
HD1988A,1,2,0
HD1989T,1,0,2
HD1992A,1,2,0
HD1997A,0,1,2
HD2004A,1,1,1
HD2005T,1,0,2
HD2006A,1,0,2
HD2007A,0,0,3
HD2009A,0,3,0
HD200A,2,1,0
HD2012A,1,0,2
HD2014A,0,2,1
HD2015A,2,1,0
HD2016A,0,0,3
HD2017T,2,0,1
HD2018A,2,0,1
HD2019A,2,0,1
HD2020A,1,1,1
HD20240,1,1,1
HD2026A,1,0,2
HD2029A,2,0,1
HD202T,0,2,1
HD2030T,0,1,2
HD2038A,1,2,0
HD203A,0,1,2
HD2043A,1,0,2
HD2044T,1,0,2
HD2045A,0,3,0
HD2049A,0,3,0
HD2050A,2,0,1
HD2051A,1,2,0
HD2053A,1,0,2
HD2056A,0,0,3
HD2057A,1,1,1
HD2058A,1,1,1
HD2061T,2,1,1
HD2063A,2,1,0
HD2065A,2,0,1
HD2067T,2,1,0
HD2068A,0,1,2
HD2069A,1,0,2
HD2074A,1,1,1
HD207A,1,2,0
HD2083A,0,0,3
HD2084A,1,1,1
HD2086T,1,2,0
HD2087A,1,1,1
HD2089A,1,1,1
HD2090A,0,1,2
HD2094A,0,1,2
HD2095A,2,0,1
HD2097A,2,0,2
HD2098A,2,1,0
HD20A,1,0,2
HD2100A,0,1,2
HD2101A,0,1,3
HD2102A,0,3,0
HD2103A,2,0,1
HD2104A,1,0,2
HD2106T,0,0,3
HD2107A,0,0,3
HD210A,0,0,3
HD2110T,0,1,2
HD2111A,2,1,0
HD2114A,1,1,1
HD2116A,0,0,3
HD2117A,0,1,2
HD2121A,2,1,0
HD2122A,2,0,1
HD2124A,0,1,2
HD2125A,0,3,0
HD2128A,2,1,0
HD212A,1,1,1
HD2131A,0,0,3
HD2134A,0,1,2
HD2136T,0,1,2
HD2137A,1,2,0
HD2138A,1,1,1
HD213T,1,1,1
HD2140T,3,0,1
HD2145A,1,0,2
HD2146A,1,2,0
HD2148A,0,2,1
HD2150A,0,1,2
HD2152A,1,1,1
HD2153A,1,1,1
HD2154A,2,1,0
HD2157A,0,3,0
HD2159T,1,0,2
HD2162A,0,3,0
HD2164A,0,2,1
HD2165T,0,0,3
HD2169T,1,2,0
HD216A,0,2,1
HD2172A,0,3,0
HD2174T,1,1,1
HD2175A,2,0,1
HD2178A,1,2,0
HD217A,1,1,1
HD2180A,0,1,2
HD2181A,3,1,0
HD2182T,2,1,0
HD2184A,0,3,0
HD2187A,2,1,0
HD2188A,0,2,1
HD2191A,1,2,0
HD2192A,1,0,2
HD2195A,1,2,0
HD2196A,2,1,1
HD2197A,1,2,0
HD2198A,0,3,0
HD2199T,1,1,1
HD219A,1,2,0
HD2200A,0,0,3
HD2201T,2,1,0
HD2202A,2,1,0
HD2205A,0,1,2
HD2208A,1,2,0
HD2209A,2,0,2
HD2212A,0,1,2
HD2214T,1,2,0
HD2216T,0,1,2
HD2217A,0,2,1
HD221T,1,1,1
HD2221A,0,2,1
HD2222A,1,2,0
HD2225A,0,3,0
HD2226A,2,1,1
HD222A,0,3,0
HD2232T,2,0,1
HD2233A,0,2,1
HD2234A,1,0,3
HD2235A,1,0,2
HD2238A,2,1,0
HD223A,1,1,1
HD2240T,1,1,1
HD2242A,1,1,1
HD2246A,2,0,1
HD2250A,1,0,2
HD2251A,1,1,1
HD2252A,0,3,0
HD2253A,2,1,0
HD2255T,0,2,1
HD2256A,0,1,2
HD2257A,1,0,2
HD2258A,3,0,0
HD2259A,0,1,2
HD2261A,2,1,0
HD2266T,2,0,1
HD2270T,1,1,1
HD2277A,0,2,1
HD2279A,1,1,1
HD2282A,1,1,1
HD2283A,0,3,0
HD2284A,0,0,3
HD2285A,0,2,1
HD2286A,1,1,1
HD2289A,1,2,0
HD2290A,0,3,0
HD2294A,0,2,1
HD229A,1,0,2
HD2301T,1,0,2
HD2303T,2,0,1
HD2304A,0,1,2
HD2305T,0,0,3
HD2306A,1,2,0
HD2307A,2,1,0
HD2308A,1,0,2
HD230A,3,0,0
HD2310A,2,2,0
HD2312A,0,2,1
HD2313A,0,0,3
HD2314A,1,1,1
HD2315A,2,0,1
HD2319A,0,1,3
HD2320A,2,0,1
HD2323A,0,1,2
HD2328A,1,0,2
HD2329A,0,1,2
HD232A,0,2,1
HD2330T,0,0,3
HD2331T,1,2,0
HD2337A,2,0,1
HD2338A,1,1,1
HD2339A,0,1,2
HD2340A,1,2,0
HD2342A,0,0,3
HD2344A,0,0,3
HD2346A,1,1,1
HD2348A,1,0,2
HD2350A,0,0,3
HD2351A,1,0,2
HD2352T,1,1,1
HD2356A,1,1,1
HD235A,1,1,1
HD2364B,1,0,2
HD2368A,1,3,0
HD2373A,1,2,0
HD2375A,1,2,0
HD2378A,1,2,0
HD2381T,1,0,2
HD2382A,2,0,1
HD2383A,0,0,3
HD2384A,1,1,1
HD2385T,2,0,1
HD2386A,1,1,1
HD2387A,1,0,2
HD2388T,2,0,2
HD2389A,1,1,1
HD2391A,3,0,0
HD2392A,0,1,2
HD2393A,1,0,2
HD2395A,1,1,1
HD2396T,1,0,2
HD2397A,1,0,2
HD2398A,0,0,3
HD239A,0,1,2
HD2400A,1,1,1
HD2402T,1,1,1
HD2404T,1,1,1
HD2408A,1,0,2
HD240A,0,1,2
HD2410B,1,2,0
HD2414T,1,0,2
HD2415A,1,2,0
HD2416A,1,2,0
HD2419A,3,0,0
HD2421T,0,0,3
HD2423A,2,1,0
HD2426A,0,1,2
HD2427A,2,1,0
HD2428A,0,1,2
HD2429A,1,2,0
HD2430A,2,1,0
HD2436A,2,1,0
HD2438A,0,2,1
HD2439A,2,1,0
HD243A,1,1,1
HD2441A,1,0,2
HD2442A,1,0,2
HD2443A,2,0,1
HD2446A,2,1,0
HD2447A,0,0,3
HD244A,1,0,2
HD2454A,2,0,1
HD2461A,1,2,0
HD2464T,1,0,2
HD2465A,0,1,2
HD2468A,0,3,0
HD2469A,1,1,1
HD246A,0,2,1
HD2473A,1,2,0
HD2474A,0,1,2
HD2475A,3,0,0
HD2477A,1,1,1
HD247A,1,2,0
HD2483A,0,0,3
HD2485A,1,2,0
HD2486T,2,1,0
HD2489T,2,0,1
HD248A,2,1,0
HD2491A,2,1,0
HD2492A,0,0,3
HD2493A,2,1,0
HD2496A,1,0,2
HD2498T,1,0,2
HD249A,2,1,0
HD2504A,0,1,3
HD2507A,2,1,0
HD250A,2,0,1
HD2510A,2,0,1
HD2511B,2,1,0
HD2518A,3,0,0
HD2519A,2,1,0
HD2520A,2,1,0
HD2521T,2,1,0
HD2523A,0,2,1
HD2525A,0,3,0
HD2527A,0,2,1
HD2529A,2,1,0
HD2532A,1,1,1
HD2534A,0,0,3
HD2535A,2,0,1
HD2536A,0,1,3
HD2537A,1,1,1
HD2538A,2,1,0
HD2541A,1,1,1
HD2542A,3,1,0
HD2545A,1,0,2
HD2546T,0,0,3
HD2547A,0,0,3
HD2549A,0,1,2
HD254A,1,0,2
HD2551T,0,0,3
HD2552A,1,1,1
HD2555A,0,0,3
HD2556A,2,0,1
HD2558A,1,1,1
HD2561A,1,0,2
HD2567A,2,0,1
HD2569A,1,0,2
HD2570A,1,0,3
HD2574A,0,2,1
HD2575A,0,0,3
HD2578A,0,2,1
HD2579A,2,1,0
HD2581A,1,2,0
HD2583T,1,0,2
HD2586A,0,1,2
HD2589A,2,1,0
HD2591A,0,1,2
HD2592A,2,0,1
HD2596A,0,1,2
HD2597T,1,1,1
HD2599A,2,1,0
HD25T,2,1,0
HD2601A,1,2,0
HD2605A,2,1,0
HD2607T,1,0,2
HD2608A,0,0,3
HD260A,2,0,1
HD2611A,2,1,1
HD2616T,1,1,1
HD2617A,1,0,2
HD261A,2,1,0
HD2622A,2,1,0
HD2623A,2,0,1
HD2624A,1,1,1
HD2626A,2,1,0
HD2628T,0,1,2
HD262A,0,1,2
HD2631A,2,0,2
HD2633A,1,1,1
HD2634T,0,1,2
HD2638A,1,2,0
HD2639T,1,1,1
HD263A,3,0,0
HD2640A,1,0,2
HD2641A,1,2,0
HD2643A,1,1,1
HD2644T,1,2,0
HD2645A,2,1,0
HD2651A,1,1,1
HD2652A,0,0,3
HD2656A,0,1,2
HD2659A,1,0,2
HD2660A,2,0,1
HD2661A,3,0,0
HD2662A,0,1,2
HD2663A,2,0,1
HD2665A,1,0,2
HD2668A,0,1,2
HD266A,1,1,1
HD2671A,3,0,0
HD2672A,1,0,2
HD2677A,1,1,2
HD2683A,1,0,2
HD2684A,1,2,0
HD2686A,0,0,4
HD2687A,3,0,0
HD2688A,1,0,2
HD268A,2,1,0
HD2691T,0,0,3
HD2692A,1,0,2
HD2693A,1,0,2
HD2697A,2,1,0
HD2699A,2,0,1
HD26T,2,1,0
HD2701A,0,1,2
HD2702A,2,0,1
HD2704A,2,0,1
HD2706A,0,3,0
HD2707T,1,0,2
HD2709T,1,1,1
HD270A,0,1,2
HD2710A,2,0,1
HD2712T,1,1,1
HD2713A,1,0,2
HD2717A,0,0,3
HD2718T,0,0,3
HD2719T,2,0,1
HD271A,1,1,1
HD2720A,1,2,0
HD2725A,0,0,3
HD2726A,1,0,2
HD2731A,0,1,2
HD2733T,0,0,3
HD2734A,1,2,0
HD2735A,2,1,0
HD2736A,2,1,0
HD2739A,2,2,0
HD2742A,3,0,0
HD2744T,2,0,1
HD2747A,1,0,2
HD2748A,1,1,1
HD274A,2,1,0
HD2751A,0,1,2
HD2754T,2,1,0
HD275A,1,2,0
HD2765A,1,1,1
HD2769A,1,0,2
HD276A,2,1,0
HD2772A,2,1,0
HD2775A,1,1,1
HD2777T,3,0,0
HD2778T,2,1,0
HD277A,2,0,1
HD2784A,2,0,1
HD2785A,1,0,2
HD2789T,1,1,1
HD278A,2,1,0
HD2791A,2,1,1
HD2794A,4,0,0
HD2795A,1,1,1
HD2798A,2,0,1
HD2802A,0,1,2
HD2803A,1,2,0
HD2804A,3,0,0
HD2805A,0,0,3
HD2806A,1,0,2
HD2812A,2,0,1
HD2814A,1,2,0
HD2817A,2,1,0
HD2818A,0,1,2
HD281A,2,0,1
HD2821A,1,0,2
HD2822A,3,0,0
HD2829A,2,1,0
HD2832A,0,1,2
HD2833A,2,1,0
HD2835A,0,0,3
HD2836A,3,0,0
HD283A,2,0,1
HD2840A,1,0,2
HD2841T,0,0,3
HD2850A,0,1,2
HD2852T,0,2,2
HD2853A,2,0,1
HD2856A,1,1,1
HD2858A,1,1,1
HD2859A,0,3,0
HD285A,2,1,0
HD2860A,2,0,1
HD2863A,1,1,1
HD2865A,2,0,1
HD2868A,1,0,2
HD286A,1,0,2
HD2871A,0,0,3
HD2874T,1,2,0
HD2875A,2,0,1
HD2879A,1,0,2
HD287A,2,1,0
HD2880T,1,0,2
HD2881A,0,0,3
HD2887T,3,0,0
HD2888A,2,0,1
HD2889A,3,0,0
HD2891A,1,1,2
HD2892A,2,2,0
HD2894A,1,1,1
HD2896A,1,0,2
HD289A,3,0,0
HD28A,0,0,4
HD2901T,2,0,1
HD2905T,1,0,2
HD2907A,0,0,3
HD2908A,3,0,0
HD2912A,2,0,1
HD2915A,3,0,0
HD2916A,0,0,4
HD2918T,1,1,1
HD2919A,2,0,1
HD2920A,0,1,2
HD2921A,0,2,1
HD2925A,0,1,2
HD2926A,1,0,2
HD2927T,1,0,2
HD2928T,2,0,1
HD2930A,2,1,1
HD2931A,1,1,1
HD2934T,2,1,0
HD2937A,0,1,2
HD2938A,3,0,0
HD2939A,1,2,0
HD2942T,0,0,3
HD2943A,2,0,1
HD2944A,2,0,1
HD2945A,1,0,2
HD2947A,0,0,3
HD2948A,2,1,0
HD2949A,1,1,1
HD294A,1,1,1
HD2952T,0,0,3
HD2953A,2,0,1
HD2954A,0,1,2
HD2955A,3,0,0
HD2956A,0,0,3
HD295A,1,0,2
HD2960A,1,0,2
HD2961A,1,2,0
HD2962A,0,1,2
HD2963A,0,3,0
HD2967A,2,0,1
HD2968A,3,0,0
HD296T,0,0,3
HD2970A,2,0,1
HD2974A,0,1,2
HD2977A,2,0,1
HD2978A,3,0,0
HD2979A,2,1,0
HD2980A,1,0,2
HD2982A,1,1,1
HD2984T,2,0,1
HD2985T,1,0,2
HD2986A,0,0,3
HD2989A,2,0,1
HD2991A,2,0,1
HD2993A,1,1,1
HD2994A,1,0,2
HD2995A,1,1,1
HD2996A,1,0,2
HD2997A,2,0,1
HD2998A,3,0,0
HD29A,0,1,2
HD2A,2,0,1
HD3002A,1,2,0
HD3003A,1,0,2
HD3004A,1,1,1
HD3005A,2,1,0
HD3008T,1,0,2
HD300A,2,1,0
HD3010A,2,1,1
HD3012A,1,0,2
HD3013A,1,0,2
HD3014A,2,1,0
HD3015A,1,0,2
HD3016A,1,1,1
HD3024A,3,0,0
HD3025A,3,0,0
HD3027A,1,0,3
HD302A,3,0,0
HD3030A,1,1,1
HD3031A,2,1,0
HD3033A,1,3,0
HD3035A,0,1,2
HD3036A,3,0,0
HD3039A,1,1,1
HD303T,1,1,1
HD3041A,1,1,1
HD3044A,3,0,0
HD3045A,2,0,1
HD3046A,3,0,0
HD3052T,1,1,1
HD3054A,0,1,2
HD3056A,1,1,1
HD3058A,1,1,1
HD3059A,3,0,0
HD305T,1,1,1
HD3060A,2,0,1
HD3061A,2,0,1
HD3062A,2,0,1
HD3063A,1,2,0
HD306A,1,0,2
HD3070A,3,0,0
HD3073A,1,2,1
HD3074A,3,0,0
HD3075A,3,0,0
HD3076A,2,0,2
HD3079A,2,1,0
HD3080A,2,1,0
HD3082A,2,2,0
HD3084A,2,1,0
HD3087A,2,0,1
HD3088A,3,0,0
HD3089A,2,1,0
HD308A,3,0,0
HD3093A,3,0,0
HD3096A,2,1,0
HD3099A,2,1,0
HD309A,2,0,1
HD30T,1,1,1
HD3100T,2,2,0
HD3104A,2,1,0
HD3106A,0,1,2
HD3107T,0,0,3
HD3109A,1,1,1
HD310A,1,1,1
HD3112A,3,0,0
HD3113A,1,1,1
HD3114A,2,1,0
HD3115A,2,0,1
HD3118A,1,1,1
HD3119A,2,1,0
HD311T,1,0,2
HD3120A,2,0,1
HD3122A,2,0,1
HD3125T,0,1,2
HD3126A,3,0,0
HD3127A,1,1,1
HD3128A,0,0,3
HD3129A,3,0,0
HD3130T,0,1,2
HD3137T,0,1,2
HD3138T,3,0,0
HD3139A,1,1,1
HD313A,2,1,0
HD3140A,1,0,2
HD3141A,3,0,0
HD3142A,2,1,0
HD3145A,1,2,0
HD3147A,1,1,1
HD314A,3,0,0
HD3155A,2,0,1
HD3156A,2,1,0
HD3158T,3,0,0
HD315A,2,1,0
HD3162A,1,1,1
HD3163T,0,2,1
HD3165A,0,2,1
HD3167T,1,0,2
HD3168A,1,0,2
HD3169A,2,1,0
HD3170A,1,2,0
HD3172A,1,1,1
HD3176A,2,0,1
HD3178A,2,1,0
HD3181A,0,1,2
HD3182A,0,3,0
HD3184A,2,1,0
HD3185A,3,0,0
HD3186A,2,0,1
HD3191A,1,1,1
HD3192A,2,1,0
HD3195A,0,3,1
HD3198A,1,1,1
HD3199A,3,0,0
HD3202A,2,0,1
HD3204A,3,0,0
HD3207T,0,1,2
HD3208A,2,1,0
HD3209A,2,1,0
HD320A,2,1,0
HD3211A,2,1,0
HD3212A,1,2,0
HD3213A,3,0,0
HD3215T,1,1,1
HD3216A,1,0,2
HD3218A,2,0,1
HD3219T,2,1,0
HD3220A,1,2,1
HD3223A,0,2,1
HD3224A,1,0,2
HD3225T,0,1,2
HD3226A,1,1,1
HD3228A,0,1,2
HD3229A,2,1,0
HD3233T,1,0,2
HD3234A,3,0,0
HD3237T,2,0,1
HD3243A,1,2,0
HD3251A,1,0,2
HD3255T,2,0,1
HD3256A,1,1,1
HD3258A,1,2,0
HD3259A,1,1,1
HD325A,1,1,1
HD3266A,3,0,0
HD3267A,2,1,0
HD3268A,2,1,0
HD326A,2,1,0
HD3270A,1,1,1
HD3276A,1,2,0
HD3279A,2,1,0
HD3280A,2,1,0
HD3282T,1,2,0
HD3283A,1,1,1
HD3284A,2,1,0
HD3287A,1,2,0
HD328A,2,0,1
HD3292A,1,0,2
HD3294A,3,1,0
HD3295A,2,1,0
HD3296A,2,0,1
HD3299A,3,0,0
HD329T,1,2,0
HD3300A,2,0,1
HD3301A,3,0,0
HD3305T,3,1,0
HD3306A,0,3,0
HD3310A,2,0,1
HD3311A,1,1,1
HD3314A,2,1,0
HD3317A,3,0,0
HD3318A,0,2,1
HD3319T,3,0,0
HD3320A,3,0,0
HD3324A,3,0,0
HD3325A,0,2,1
HD3327A,3,0,0
HD3329A,1,1,1
HD332A,2,1,0
HD3331A,2,1,0
HD3334A,1,0,2
HD3336A,2,1,0
HD3339A,1,1,1
HD3341T,0,3,0
HD3343A,2,1,0
HD3345T,3,0,0
HD3347T,2,1,0
HD3348A,1,1,1
HD334A,3,0,0
HD3350A,0,2,1
HD3351A,0,3,0
HD3353A,2,1,0
HD3355A,3,0,0
HD3356A,2,1,0
HD3357A,3,0,0
HD3359A,1,1,1
HD3362A,1,2,0
HD3365A,1,1,1
HD3366A,2,1,0
HD3368A,1,0,2
HD3370T,3,0,0
HD3371A,1,1,1
HD3372A,2,0,1
HD3373A,2,1,0
HD3375A,1,0,2
HD3376A,0,0,3
HD3379A,2,1,0
HD3381A,0,2,1
HD3383A,0,1,2
HD3384T,1,1,1
HD3386A,1,0,2
HD3387A,1,1,1
HD338A,2,1,0
HD3390A,0,0,3
HD3392T,2,1,0
HD3395A,1,1,1
HD3398A,3,0,0
HD33A,3,0,0
HD3401A,0,2,1
HD3402A,0,4,0
HD3404A,3,0,0
HD3406A,1,0,2
HD3407A,2,1,0
HD340A,1,2,0
HD3410A,2,1,0
HD3412A,1,1,1
HD3413A,1,1,1
HD3416A,0,0,3
HD3421A,1,1,1
HD3422T,0,1,2
HD3427A,1,1,1
HD342A,2,0,1
HD3431A,2,0,1
HD3433A,2,0,1
HD3436A,2,0,1
HD3437A,2,0,1
HD343A,1,2,1
HD3440A,0,3,1
HD3441T,2,1,0
HD3443A,2,1,0
HD3444A,1,2,0
HD3447A,1,2,0
HD3449T,1,0,2
HD3450A,2,1,0
HD3451A,2,0,1
HD3454A,1,0,2
HD3456A,0,1,2
HD3460A,0,2,1
HD3461T,2,0,1
HD3463A,0,0,3
HD3465A,2,1,0
HD3468A,1,1,1
HD346A,1,1,1
HD3471A,2,1,0
HD3473A,1,1,1
HD3475A,0,2,1
HD3477A,2,1,0
HD347T,3,0,1
HD3482T,1,0,2
HD3483T,2,1,0
HD3489A,1,1,1
HD3493A,1,1,1
HD3498T,2,1,1
HD3499T,1,2,0
HD349A,4,0,0
HD3500A,1,1,2
HD3504A,2,1,0
HD3508A,1,2,0
HD350A,1,1,1
HD3512A,2,1,0
HD3515T,1,0,2
HD3516T,2,1,0
HD3518A,2,0,1
HD3519A,2,0,1
HD3520A,1,1,1
HD3522A,1,2,0
HD3523A,2,1,0
HD3524A,3,0,0
HD3528A,1,0,2
HD3529T,1,1,1
HD3530A,1,1,1
HD3531A,0,2,1
HD3532A,3,0,0
HD3533A,2,0,1
HD3535T,2,0,1
HD3537A,2,0,1
HD353A,1,1,1
HD3540A,2,1,0
