ID_SALES,negative,neutral,positive
HD881A,3,0,0
HD882A,2,1,0
HD884A,1,1,1
HD885A,1,1,1
HD887A,1,2,0
HD888T,1,2,0
HD889A,2,0,1
HD88A,3,0,0
HD891A,3,0,0
HD892A,3,0,0
HD893A,3,0,0
HD895A,1,2,0
HD899A,0,2,1
HD902T,1,1,1
HD904A,0,3,0
HD908A,1,2,0
HD910A,3,0,0
HD911A,3,0,0
HD912A,2,0,1
HD913A,0,3,0
HD914A,3,0,0
HD915A,2,1,0
HD916A,1,1,1
HD917A,3,1,0
HD919A,0,2,1
HD91T,2,1,0
HD926A,4,0,0
HD927A,2,1,0
HD929A,3,0,0
HD930A,3,0,0
HD933A,1,1,1
HD934A,1,2,0
HD935A,2,0,1
HD936T,1,1,1
HD937A,1,2,0
HD938A,3,0,0
HD942T,0,2,1
HD945A,0,2,1
HD948T,1,1,1
HD949T,1,2,0
HD951A,3,0,0
HD956A,3,0,0
HD959A,0,2,1
HD95A,3,0,0
HD962T,2,1,0
HD963T,3,0,0
HD964A,2,0,1
HD965T,1,2,0
HD967A,1,2,0
HD96A,2,0,1
HD970A,2,1,0
HD974A,3,0,0
HD976A,1,1,1
HD977A,2,1,0
HD980A,2,1,0
HD981A,1,1,1
HD984A,0,2,1
HD986A,1,2,0
HD989A,1,1,1
HD990A,1,2,1
HD992A,2,1,0
HD996T,1,1,1
HD997T,0,1,2
HD998A,2,1,0
HD999A,0,1,2
HD99T,1,1,1
HF1260T,2,1,0
HF1271A,2,1,0
HF2135A,1,1,1
HF238A,0,2,1
HF2573T,2,0,1
HF2981T,2,0,1
HF3486T,1,2,0
HF3491A,2,0,1
HF3841A,2,2,0
HF4237A,3,0,0
HF4596A,1,2,0
HG1383A,3,0,0
HG1559A,1,2,0
HG1646A,1,2,0
HG1702A,2,0,1
HG1802A,2,1,0
HG185A,3,0,0
HG192A,3,0,0
HG2037A,0,3,0
HG2088A,1,2,1
HG209T,0,2,1
HG2354A,1,2,0
HG2450T,2,1,0
HG2526A,0,3,0
HG2676T,0,2,1
HG2757A,2,1,0
HG2823A,3,0,0
HG284T,0,2,1
HG288T,2,1,0
HG3048T,1,2,0
HG3123A,1,1,2
HG3180A,2,2,0
HG3222T,1,1,1
HG3323T,3,0,0
HG3382A,0,2,1
HG341A,0,3,0
HG3424T,1,1,1
HG3459T,1,1,1
HG3507A,2,1,0
HG3855A,0,2,2
HG3977A,0,3,0
HG4087A,2,1,0
HG409A,2,1,0
HG4161T,3,0,0
HG4207A,0,3,0
HG4251T,0,2,1
HG4279A,1,2,0
HG4382A,3,0,0
HG4593A,1,1,1
HG4603T,1,1,1
HG4677A,1,2,0
HG4803T,1,1,1
HG4831A,0,1,2
HG628A,1,2,0
HG767A,3,0,0
HG886T,1,2,0
HG89A,0,3,0
HH1103A,3,0,0
HH196A,2,1,0
HH2324A,3,0,0
HH3042A,3,1,0
HH4018A,3,0,0
HH795A,2,1,0
HIS1055T,1,1,1
HIS1871T,3,0,0
HIS301T,1,1,2
HIS3173T,3,0,0
HIS3511T,0,3,0
HIS4353T,3,1,0
HIS4501T,1,1,1
HIS501T,2,1,0
HN1020A,2,1,0
HN1035A,1,2,0
HN103A,2,2,0
HN1048A,3,0,0
HN1111A,3,0,0
HN1160A,2,1,0
HN1197A,3,0,0
HN1216A,1,2,0
HN1238T,2,2,0
HN1286A,3,0,0
HN1345A,3,0,0
HN1377A,2,1,0
HN1429A,1,2,0
HN1524A,1,2,0
HN1574T,3,0,0
HN179A,3,0,0
HN1903A,1,1,1
HN1906A,2,1,0
HN191A,2,1,0
HN1930A,2,1,0
HN1941T,0,3,0
HN198A,2,1,0
HN1993A,1,1,1
HN2023A,2,1,0
HN2028T,1,1,1
HN2048A,0,3,0
HN2052A,1,1,1
HN2071A,0,1,2
HN2155A,1,2,0
HN2179A,1,1,1
HN2213A,2,1,0
HN2220A,0,3,0
HN2296A,3,0,0
HN2334A,1,2,0
HN2417A,1,2,0
HN2431A,0,2,1
HN2451T,0,3,0
HN2459A,2,1,0
HN2482A,1,2,0
HN2514A,2,1,0
HN2522A,2,1,0
HN2530A,0,1,2
HN2548B,0,2,1
HN2550A,1,1,1
HN257A,2,1,0
HN2594A,2,1,1
HN2595A,2,1,0
HN259T,2,0,1
HN2629A,3,0,0
HN2729A,1,2,0
HN2745A,3,0,0
HN2746T,1,2,0
HN2755A,1,2,1
HN2758A,1,1,1
HN2797A,2,1,0
HN2819A,0,3,0
HN2862T,1,1,1
HN2941A,1,2,0
HN2964A,2,1,0
HN304A,1,2,0
HN3065A,3,0,0
HN3092A,3,0,0
HN3154A,2,1,0
HN316A,1,1,1
HN3205A,1,1,1
HN3244A,0,2,1
HN3249A,1,2,0
HN3257A,3,0,0
HN32T,1,2,0
HN3340A,0,2,1
HN3349A,2,1,0
HN3429A,3,0,0
HN3494T,3,0,0
HN3509A,3,0,0
HN3526A,0,3,0
HN3638T,3,0,0
HN3705A,1,2,0
HN3706A,2,1,0
HN3709A,1,1,1
HN3745A,3,0,0
HN3762A,2,1,0
HN3799A,0,3,0
HN3801A,2,1,0
HN3847A,2,1,0
HN3865A,2,1,0
HN3890T,3,0,0
HN3923A,0,1,2
HN4042A,2,1,0
HN4054A,1,2,0
HN407A,2,0,1
HN416A,2,0,1
HN4177A,3,0,0
HN4178A,2,1,0
HN4276A,3,1,0
HN432A,2,1,0
HN4354A,3,0,0
HN4370A,3,0,0
HN438T,1,2,0
HN4408A,3,0,0
HN444A,3,0,0
HN4464T,3,0,0
HN4477A,3,0,0
HN4485A,2,0,1
HN4497A,0,2,1
HN4543A,2,1,0
HN4573A,3,0,0
HN4634A,2,0,1
HN4696A,1,2,0
HN472A,3,0,0
HN4743A,2,2,0
HN4777A,1,1,1
HN4785T,3,0,0
HN4819A,3,0,0
HN4842A,3,0,0
HN4900A,3,0,0
HN4928A,2,0,1
HN503A,3,0,0
HN518T,2,1,0
HN543A,1,2,0
HN585A,1,2,0
HN589A,1,2,0
HN653A,2,1,0
HN700B,1,2,0
HN719A,4,0,0
HN756T,2,2,0
HN775A,2,1,0
HN818A,4,0,0
HN866A,3,0,0
HO1166T,3,0,0
HO2003A,2,1,0
HO2082A,0,2,1
HO2336A,3,0,0
HO23A,0,1,2
HO2433A,0,3,0
HO273A,3,0,0
HO2766A,3,1,0
HO2842T,3,0,0
HO2843T,2,1,0
HO2876A,3,0,0
HO3513A,2,0,2
HO3652A,0,2,1
HO3926A,3,0,0
HO3932T,1,1,1
HO4050A,1,2,0
HO4539A,2,0,1
HO4765A,0,3,0
HO4892A,2,1,0
HO582A,3,0,0
HP1287T,1,1,1
HP1508T,1,1,1
HP2040T,1,1,1
HP236T,2,1,0
HP405T,1,2,0
HP850T,0,3,0
HS1021A,2,1,1
HS1054A,1,2,0
HS1063A,1,1,1
HS1088A,2,0,1
HS1090A,1,1,1
HS1149A,1,2,0
HS1175A,2,0,1
HS1200A,1,2,1
HS120A,3,0,0
HS1218A,2,1,0
HS1234A,2,1,0
HS1250A,3,0,0
HS1257A,3,0,0
HS1272A,1,2,0
HS1289A,2,1,0
HS1290A,1,1,1
HS1316A,2,1,0
HS1317A,0,1,2
HS1330A,0,2,1
HS135A,1,1,1
HS1376A,3,0,0
HS1389A,3,0,0
HS1401A,1,1,1
HS144A,3,0,0
HS1464A,2,1,0
HS147A,3,0,0
HS1506A,3,0,0
HS1512A,1,1,1
HS1530A,3,0,0
HS1555A,1,0,2
HS1566A,1,1,1
HS1575A,2,1,0
HS1594A,3,0,0
HS1596A,3,0,0
HS159A,0,3,0
HS1624A,2,1,0
HS1649A,2,0,1
HS1664A,2,1,0
HS1683A,1,2,0
HS1699A,2,1,0
HS16A,2,1,0
HS1715A,0,2,1
HS1717A,2,1,0
HS172A,1,2,0
HS1730A,2,1,0
HS1732A,0,3,0
HS1753A,2,1,0
HS1756A,1,1,1
HS1766A,0,3,0
HS1774A,3,0,0
HS1780A,2,1,0
HS1790A,3,0,0
HS1825A,2,1,0
HS1829A,2,1,0
HS1879A,0,3,0
HS1891A,3,0,0
HS1913A,1,0,2
HS1973A,1,1,1
HS1983A,1,1,1
HS1995A,0,2,1
HS2013A,0,3,0
HS2047A,3,0,0
HS2054A,3,0,0
HS2059T,1,2,0
HS2120A,3,0,0
HS2183A,2,1,0
HS2185A,0,2,1
HS218A,3,0,0
HS2193A,0,2,1
HS2224A,1,2,0
HS2228A,1,2,0
HS2239A,2,1,0
HS2280A,1,2,0
HS2302A,2,1,0
HS2321A,2,2,0
HS2335A,2,1,0
HS2355A,3,1,0
HS2359A,2,1,0
HS2371A,2,1,0
HS2390A,2,0,1
HS2407A,0,2,1
HS2412A,1,2,0
HS2425A,2,1,0
HS2445A,2,1,0
HS245A,1,2,0
HS2480A,1,1,1
HS2499A,1,1,1
HS251A,1,2,1
HS2539A,2,1,0
HS2604A,3,0,0
HS2612A,3,0,0
HS2620A,2,0,1
HS2621A,0,3,0
HS2657A,2,1,0
HS265A,1,3,0
HS2675A,2,1,0
HS2694A,3,0,0
HS2715A,3,0,0
HS2727A,0,3,0
HS2730A,3,0,0
HS2749A,3,0,0
HS2750A,3,0,0
HS2759A,2,1,0
HS2781A,2,1,0
HS2793A,1,2,0
HS2820A,1,2,0
HS2846A,2,1,0
HS2854A,1,2,0
HS290A,1,2,0
HS2929A,1,2,0
HS2950A,0,3,0
HS2973A,1,2,0
HS2988A,3,0,0
HS2999A,3,0,0
HS3038A,3,0,0
HS3067A,1,2,0
HS3069A,1,2,1
HS3090A,3,0,0
HS3111A,3,0,0
HS3117A,0,3,0
HS3136A,3,0,0
HS3189A,0,3,0
HS3200A,2,0,1
HS3206A,2,1,0
HS3214A,3,0,0
HS322A,2,1,0
HS3285A,2,1,0
HS3302A,1,2,0
HS3307A,0,2,1
HS3308T,2,1,0
HS3352A,2,1,0
HS3380A,2,0,1
HS3391A,1,1,1
HS3393A,1,1,1
HS3411A,1,0,2
HS3432A,1,2,0
HS3464A,2,1,0
HS3467A,3,0,0
HS3485A,1,2,0
HS3487A,1,0,2
HS3492A,2,1,0
HS3495A,3,0,0
HS34A,0,3,0
HS3505A,1,2,0
HS3525A,3,0,0
HS3548A,1,2,0
HS3549A,1,2,0
HS354A,0,2,1
HS3570A,0,2,1
HS3639A,2,1,0
HS3657A,2,1,0
HS366A,0,2,1
HS3670A,1,2,0
HS3681A,2,0,1
HS3842A,3,0,0
HS3864A,2,1,0
HS3886A,1,2,0
HS3904A,3,0,0
HS3914A,1,1,1
HS3927A,3,0,0
HS3960A,1,1,1
HS3982A,3,0,0
HS3992A,1,2,0
HS4001A,2,0,1
HS4003A,3,0,0
HS4086A,3,0,0
HS4117A,0,2,1
HS4131A,2,0,1
HS4142A,3,0,0
HS4146A,1,2,0
HS4151A,2,1,0
HS4170A,2,1,0
HS4190A,1,1,1
HS4192A,3,0,0
HS4204A,0,3,0
HS4214A,0,3,1
HS4226A,1,2,0
HS4233A,1,2,0
HS4243A,1,0,2
HS4249A,3,0,0
HS4263A,1,1,1
HS4286A,3,0,0
HS4300A,3,0,0
HS430A,0,1,2
HS4310A,2,1,0
HS4330A,0,3,0
HS4342A,2,0,1
HS4349A,1,2,0
HS4494A,2,0,1
HS449A,0,3,0
HS4514A,1,2,0
HS4556A,3,0,0
HS4558A,1,1,1
HS4568A,2,1,0
HS4590A,0,1,2
HS4601A,0,3,0
HS4611A,2,1,0
HS4619A,3,0,0
HS4664A,1,2,1
HS4672A,1,2,0
HS4684T,0,3,0
HS4720A,2,1,0
HS4725A,0,1,2
HS4730A,2,0,1
HS4758A,1,2,0
HS4759A,1,1,1
HS4862A,1,1,1
HS486A,2,1,0
HS487A,2,1,0
HS4921A,1,2,1
HS4927A,1,2,0
HS4933A,0,2,1
HS5007A,3,0,0
HS51A,1,1,1
HS521A,1,2,0
HS537A,3,0,0
HS548A,3,0,0
HS54A,1,2,0
HS564A,3,0,0
HS584A,3,1,0
HS608A,1,2,0
HS631A,2,0,1
HS647A,1,2,0
HS66A,1,2,0
HS689A,1,2,0
HS718A,1,1,1
HS769A,3,0,0
HS838A,0,3,0
HS858A,2,1,0
HS883A,1,2,0
HS898A,2,1,0
HS906A,1,1,1
HS920A,2,0,1
HS92A,3,0,0
HS939A,2,1,0
HS954A,1,1,1
HS968A,1,2,0
HVP1025T,0,3,0
HVP1110T,2,1,0
HVP1309T,3,0,0
HVP1346T,1,2,0
HVP1359T,0,2,1
HVP1370T,2,1,0
HVP1379T,1,2,0
HVP1462T,3,1,0
HVP1502T,2,0,1
HVP1576T,3,0,0
HVP1591T,1,1,1
HVP1606T,1,2,0
HVP1621T,0,3,0
HVP1687T,1,2,0
HVP1692T,1,2,0
HVP1697T,3,0,0
HVP1698T,2,1,0
HVP1778T,3,0,0
HVP1856T,2,1,0
HVP1949T,0,3,0
HVP1962T,1,1,1
HVP1990T,2,1,0
HVP1996T,4,0,0
HVP2064T,2,1,0
HVP2070T,3,0,0
HVP2085T,2,0,1
HVP2092T,0,2,1
HVP2109T,2,1,0
HVP2158T,3,0,0
HVP2167T,3,0,0
HVP226T,3,0,0
HVP2317T,1,1,1
HVP2349T,3,0,0
HVP2358T,3,0,0
HVP2365T,3,0,0
HVP2462T,2,1,0
HVP2635T,2,0,1
HVP2670T,3,0,0
HVP2722T,3,0,0
HVP279T,2,1,0
HVP2811T,2,0,1
HVP2837T,0,2,1
HVP3001T,2,1,0
HVP3094T,3,0,0
HVP3105T,3,0,0
HVP3274T,3,0,0
HVP3278T,0,3,0
HVP333T,2,1,0
HVP3344T,3,0,0
HVP3396T,4,0,0
HVP348T,2,1,0
HVP3510T,2,1,0
HVP3572T,1,1,1
HVP3693T,1,2,0
HVP3756T,3,0,0
HVP3775T,2,0,1
HVP3830T,0,2,1
HVP389T,4,0,0
HVP3902T,3,0,0
HVP3935T,3,0,0
HVP3939T,3,0,0
HVP3945T,2,1,0
HVP3966T,2,1,0
HVP3973T,3,0,0
HVP4036T,0,2,1
HVP4062T,3,0,0
HVP4096T,2,1,0
HVP4132T,1,2,0
HVP4152T,0,1,2
HVP4175T,3,0,0
HVP418T,3,0,0
HVP4326T,3,0,0
HVP4336T,0,1,2
HVP4438T,1,1,1
HVP4444T,3,0,0
HVP4448T,2,1,0
HVP4451T,1,1,1
HVP4476T,0,2,1
HVP4486T,0,3,0
HVP4554T,2,1,1
HVP4678T,1,2,0
HVP4688T,3,0,0
HVP4694T,2,1,0
HVP4748T,3,0,0
HVP4788T,1,2,0
HVP4815T,3,0,0
HVP4837T,1,2,0
HVP4947T,3,0,0
HVP4948T,3,0,0
HVP498T,3,0,0
HVP4996T,3,0,0
HVP4999T,2,1,0
HVP5003T,3,1,0
HVP500T,1,2,1
HVP556T,2,1,0
HVP607T,3,0,0
HVP625T,2,1,0
HVP658T,3,0,0
HVP721T,1,2,0
HVP854T,2,1,0
HVP857T,2,1,0
HVP890T,3,0,0
HVP922T,0,3,0
HVP924T,1,1,1
HVP97T,0,3,0
HVP991T,3,0,0
HW1369A,3,0,0
HW1427T,1,1,1
HW1547A,0,2,1
HW1725A,3,0,0
HW2463A,1,1,1
HW2932A,3,0,0
HW3378T,1,1,1
HW3408A,2,1,0
HW3538A,1,2,0
HW394T,2,1,0
HW3959T,3,0,0
HW4193T,1,2,0
HW4383T,3,1,0
HW4774T,1,1,1
HW760A,2,0,1
HX215A,2,1,0
HX4077A,0,3,1
HX4301A,4,0,0
HX4802A,2,1,0
HX724A,3,0,0
HX734A,0,3,0
HY1062A,3,0,0
HY1772T,3,1,0
HY2081T,2,1,0
HY2615T,1,1,1
HY3101T,2,1,0
HY3604T,1,2,0
HY36A,3,0,0
HY37T,4,0,0
HY3943B,0,1,2
HY4081T,1,2,0
HY4644A,3,0,0
HY855T,1,2,0
HY969A,2,0,1
HZ1158T,0,2,1
HZ1217T,0,2,1
HZ138A,3,0,0
HZ140A,2,1,0
HZ1745T,2,1,0
HZ1758T,2,1,0
HZ21T,1,1,1
HZ2370T,0,2,1
HZ2756T,1,1,1
HZ2773B,1,2,0
HZ2801T,1,2,1
HZ4462B,1,2,0
HZ4760T,1,1,2
IC1082A,2,0,1
IC152A,3,0,0
IC1587A,3,0,0
IC1876A,3,0,0
IC1987A,2,0,1
IC2076A,3,0,0
IC2299A,3,0,0
IC2658A,3,0,0
IC31A,3,0,0
IC3361A,3,0,0
IC3497A,2,0,1
IC3501A,3,0,0
IC3612A,1,2,0
IC3748A,4,0,0
IC395A,3,0,0
IC3991A,3,0,0
IC4439A,3,0,0
IC4518A,2,1,0
IC4624A,3,0,0
IC59A,4,0,0
IC667A,3,0,0
IC731A,2,0,1
IC979A,3,0,0
IK1892A,3,1,0
IK2278A,3,0,0
IK3051A,3,0,0
IK3430A,3,0,0
IK3686A,3,0,0
IK544A,3,0,0
SC1009A,3,0,0
SC1045A,4,0,0
SC104A,3,0,0
SC1094A,3,0,0
SC109A,3,0,0
SC1100A,2,1,0
SC1104A,3,0,0
SC1125A,2,1,0
SC114A,2,0,1
SC1171A,3,0,0
SC127A,3,0,0
SC1284A,3,0,0
SC1362A,3,0,0
SC13A,0,3,0
SC1487A,1,2,0
SC1493A,2,0,1
SC1549A,3,0,0
SC1659A,3,0,0
SC1676A,3,0,0
SC177A,3,0,0
SC1863A,3,0,0
SC1877A,2,0,1
SC1889A,2,1,0
SC18A,3,0,0
SC1902A,3,0,0
SC1968A,3,0,0
SC2129A,2,1,0
SC2149A,3,0,0
SC2177A,0,3,0
SC2206A,3,0,0
SC227A,2,1,0
SC228A,3,0,0
SC2435A,3,0,0
SC2563A,2,1,0
SC2590A,3,0,0
SC2738A,0,2,1
SC2839A,0,2,1
SC2873A,3,0,0
SC2976A,0,1,2
SC3149A,3,0,0
SC3152A,1,2,0
SC3232A,4,0,0
SC331A,3,0,0
SC3360A,2,1,0
SC3409A,3,0,0
SC3426A,0,1,2
SC3445A,3,0,0
SC3470A,2,0,1
SC3553A,2,0,1
SC3627A,3,0,0
SC3729A,1,2,0
SC3739A,1,2,1
SC3754A,3,0,0
SC3870A,2,1,0
SC3995A,3,0,0
SC4039A,2,0,1
SC4055A,2,1,0
SC4116A,3,0,0
SC414A,3,0,0
SC4290A,2,1,0
SC4407A,1,2,1
SC4463A,1,1,1
SC4577A,3,0,0
SC4614A,3,0,0
SC4680A,2,1,0
SC468A,3,0,0
SC4754A,2,1,0
SC4944A,3,0,0
SC4954A,2,1,0
SC512A,3,0,0
SC515A,2,2,0
SC519A,3,0,0
SC594A,3,0,0
SC701A,3,0,0
SC80A,3,0,0
SC943A,2,1,0
SD1435A,3,0,0
SD2207A,3,0,0
SD2500A,3,0,0
SD291A,3,0,0
SD3019A,3,0,1
SD3875A,2,0,1
SG1057A,1,2,0
SG1219A,1,1,1
SG1352A,0,1,2
SG1514A,1,1,1
SG1670A,0,3,0
SG186A,4,0,0
SG2042A,1,2,0
SG2115A,1,1,1
SG2176A,2,1,0
SG2457T,2,2,0
SG2466A,2,1,0
SG2494A,1,1,1
SG2513A,1,1,1
SG253A,3,0,0
SG2774A,1,2,0
SG2779A,0,1,2
SG2855A,0,3,0
SG2940A,1,1,1
SG3197A,0,2,1
SG3297A,1,2,0
SG3338A,3,0,0
SG3354A,3,0,0
SG352A,1,1,1
SG3917A,0,1,2
SG3947A,1,1,1
SG4023A,2,2,0
SG4400A,3,0,0
SG4410A,1,2,0
SG4804A,1,2,0
SG4865A,0,1,2
SG4931T,0,3,0
SG546A,2,1,0
SG931A,1,1,1
SG994A,2,1,0
SK1059A,2,2,0
SK1144A,3,0,0
SK1208A,2,1,0
SK1311T,2,1,0
SK1407A,3,0,0
SK1437A,3,0,0
SK1491A,3,0,0
SK1534A,3,0,0
SK1541A,2,0,1
SK1567A,1,2,0
SK1740A,3,0,0
SK176A,0,3,0
SK17A,1,1,1
SK1843A,3,0,0
SK1873A,3,0,0
SK1904A,2,1,0
SK1908T,0,2,1
SK2002A,3,0,0
SK2079A,3,0,0
SK2099A,3,0,0
SK2141A,3,0,0
SK2142A,1,2,0
SK2168A,3,0,0
SK2215A,3,0,0
SK2326A,3,0,0
SK2377A,4,0,0
SK2403A,3,0,0
SK2458A,3,0,0
SK2460A,3,0,0
SK2467A,3,0,0
SK2484A,0,3,0
SK2533A,3,0,0
SK2560A,3,0,0
SK2566A,1,0,2
SK2584A,3,0,0
SK2588A,1,1,1
SK2609A,0,2,1
SK2610A,3,0,0
SK2614A,2,1,0
SK2682A,3,0,0
SK2752A,2,1,0
SK2782A,3,0,0
SK2810A,3,0,0
SK2838A,0,2,1
SK2849A,1,1,1
SK2897T,2,1,0
SK2965A,3,0,0
SK3020A,1,2,0
SK3077A,0,1,2
SK3085A,3,0,0
SK3124A,3,0,0
SK3160A,2,1,0
SK319A,1,0,2
SK3217A,0,2,1
SK3239A,3,0,0
SK3247A,2,1,0
SK3260A,3,0,0
SK3332A,3,0,0
SK3374A,3,0,0
SK3399A,1,2,0
SK3428A,3,0,0
SK3472A,1,1,1
SK3476T,2,0,1
SK3478A,2,1,0
SK3479A,3,0,0
SK3576A,2,1,0
SK3585A,3,0,0
SK35A,2,1,0
SK3611A,2,1,0
SK3635A,3,0,0
SK3656A,3,0,0
SK3711A,2,1,0
SK3787A,3,0,0
SK3798T,1,2,0
SK3807A,2,0,1
SK3952A,4,0,0
SK4022A,3,0,0
SK403A,4,0,0
SK408A,3,0,0
SK4127A,0,3,0
SK4129A,3,0,0
SK4186A,1,1,1
SK4187A,2,1,0
SK4213A,0,3,0
SK4298A,3,0,0
SK4306A,0,1,2
SK4369A,3,0,0
SK4418T,1,2,0
SK4426A,3,0,0
SK4465A,2,1,0
SK447A,3,0,0
SK4493A,3,0,0
SK44A,3,0,0
SK4536A,3,0,0
SK4538A,1,2,0
SK4555A,3,0,0
SK4626A,4,0,0
SK4631A,3,0,0
SK4661A,4,0,0
SK4704A,2,1,0
SK4746A,3,0,0
SK478A,3,0,0
SK4795A,3,0,0
SK479A,3,0,0
SK4825A,1,2,0
SK4844A,3,0,0
SK4848A,3,0,0
SK4855A,3,0,0
SK4878A,3,0,0
SK4906A,2,0,1
SK4919A,1,2,0
SK4956A,2,0,1
SK4973A,3,0,0
SK5000A,3,0,0
SK502A,2,1,0
SK542A,3,0,0
SK568A,0,2,1
SK56A,3,0,0
SK571A,3,0,0
SK672A,1,2,0
SK706A,3,0,0
SK744A,3,0,0
SK77A,1,2,0
SM1006A,3,0,0
SM1140A,2,1,0
SM1242A,1,1,1
SM1283A,1,0,2
SM1321A,3,0,0
SM1660A,1,1,1
SM1661A,1,0,2
SM1897A,2,2,0
SM1918A,1,2,1
SM1960A,3,0,0
SM2027A,3,0,0
SM2091A,1,2,0
SM2144A,3,0,0
SM2327A,2,1,0
SM2367A,3,0,0
SM2502A,3,0,0
SM2602A,2,0,1
SM264A,4,0,0
SM2655A,2,1,0
SM2946A,3,0,0
SM3029A,2,1,0
SM3252A,1,2,0
SM3613A,3,0,0
SM3721A,4,0,0
SM3941A,3,0,0
SM4014A,2,1,0
SM4350A,3,0,0
SM4430A,0,3,0
SM4496A,3,0,0
SM4530A,3,0,0
SM4613A,3,0,0
SM4687A,4,0,0
SM4763A,3,0,0
SM491A,3,0,0
SM4981A,2,1,0
SM520A,0,2,1
SM579A,3,0,0
SM671A,3,0,0
SM862A,4,0,0
SM985A,4,0,0
ST1010A,3,0,0
ST1130A,0,3,0
ST1136A,3,0,0
ST1297A,3,0,0
ST131A,3,0,0
ST1402A,3,0,0
ST1473A,0,2,1
ST1540A,1,1,1
ST158A,3,0,0
ST1593A,3,0,0
ST1760A,3,0,0
ST1820A,1,1,1
ST1934A,0,3,0
ST1986A,1,2,0
ST2021A,3,0,0
ST2062A,1,2,0
ST220A,3,0,0
ST255A,1,2,0
ST2603A,3,0,0
ST2808A,1,1,1
ST2828A,1,2,1
ST2883A,2,1,0
ST2922A,1,0,2
ST3254A,1,2,0
ST3405A,3,0,0
ST3434A,3,0,0
ST3587A,0,1,2
ST4056A,3,0,0
ST4100A,3,0,0
ST4244A,1,2,0
ST4323A,2,1,0
ST4399A,3,0,0
ST4417A,0,3,0
ST4547A,1,1,1
ST4549A,3,0,0
ST4641A,3,0,0
ST4755A,2,1,0
ST4871A,1,0,2
ST4891A,3,0,0
ST4909A,3,0,0
ST4971A,2,0,1
ST4992A,3,0,0
ST530A,3,0,0
ST60A,3,0,0
ST809A,0,3,0
ST925A,3,0,0
ST928A,1,2,0
ST960A,3,0,0
